日,経225先物1限月 日,中,前場・後場足,,,,
日,付,始値,高値,安値,終値,出来高,売買代金
2008年1月11日,後場,14260,14290,14100,14170,77053,1093249940
2008年1月15日,前場,14160,14250,14140,14210,42111,597329140
2008年1月15日,後場,14170,14190,13930,13980,96501,1353023770
2008年1月16日,前場,13630,13860,13610,13850,63516,869436270
2008年1月16日,後場,13770,13830,13480,13490,101538,1385110790
2008年1月17日,前場,13680,13750,13590,13670,56161,768123970
2008年1月17日,後場,13600,13830,13480,13740,102299,1397782250
2008年1月18日,前場,13390,13520,13360,13410,61242,822805060
2008年1月18日,後場,13490,13930,13480,13790,126793,1744938630
2008年1月21日,前場,13630,13660,13390,13410,59871,809850630
2008年1月21日,後場,13380,13560,13290,13310,114343,1534313150
2008年1月22日,前場,12700,12970,12660,12750,98353,1257465580
2008年1月22日,後場,12710,12880,12510,12510,157228,1991866160
2008年1月23日,前場,13030,13130,12880,12980,71261,926920570
2008年1月23日,後場,12790,12900,12620,12800,123543,1577518820
2008年1月24日,前場,13030,13150,13010,13020,59219,774474790
2008年1月24日,後場,12950,13130,12930,13060,74510,972233530
2008年1月25日,前場,13320,13480,13300,13460,60871,814633180
2008年1月25日,後場,13460,13670,13450,13660,80207,1087710380
2008年1月28日,前場,13430,13480,13270,13290,43225,578261090
2008年1月28日,後場,13280,13300,13040,13050,74181,976456610
2008年1月29日,前場,13410,13490,13300,13340,46931,629036190
2008年1月29日,後場,13290,13530,13230,13450,83623,1121477620
2008年1月30日,前場,13490,13530,13320,13520,57841,777565650
2008年1月30日,後場,13410,13480,13270,13420,75556,1010466570
2008年1月31日,前場,13140,13430,13130,13400,64682,857983940
2008年1月31日,後場,13330,13640,13310,13550,95699,1294472470
2008年2月1日,前場,13500,13660,13460,13520,57516,779407610
2008年2月1日,後場,13480,13580,13430,13490,56925,768555460
2008年2月4日,前場,13740,13880,13740,13820,47777,659809110
2008年2月4日,後場,13900,13910,13760,13890,50299,696204520
2008年2月5日,前場,13800,13830,13680,13690,46219,636161000
2008年2月5日,後場,13690,13790,13660,13750,57730,792466120
2008年2月6日,前場,13330,13370,13160,13190,71432,948663860
2008年2月6日,後場,13180,13260,13050,13090,80268,1056286680
2008年2月7日,前場,13050,13210,12980,13020,66153,865362200
2008年2月7日,後場,13010,13250,13010,13200,68238,897381100
2008年2月8日,前場,13130,13290,13080,13100,54227,714799160
2008年2月8日,後場,13050,13170,12980,13050,74056,967300510
2008年2月12日,前場,12990,13080,12930,13040,38510,501270060
2008年2月12日,後場,13070,13140,12960,12990,43142,563193160
2008年2月12日,前場,12990,13080,12930,13040,38510,501270060
2008年2月12日,後場,13070,13140,12960,12990,43142,563193160
2008年2月12日,前場,12990,13080,12930,13040,38510,501270060
2008年2月12日,後場,13070,13140,12960,12990,43142,563193160
2008年2月12日,前場,12990,13080,12930,13040,38510,501270060
2008年2月12日,後場,13070,13140,12960,12990,43142,563193160
2008年2月12日,前場,12990,13080,12930,13040,38510,501270060
2008年2月12日,後場,13070,13140,12960,12990,43142,563193160
2008年2月14日,前場,13470,13500,13420,13430,40707,547951160
2008年2月14日,後場,13460,13650,13450,13630,64246,871942740
2008年2月14日,前場,13470,13500,13420,13430,40707,547951160
2008年2月14日,後場,13460,13650,13450,13630,64246,871942740
2008年2月14日,前場,13470,13500,13420,13430,40707,547951160
2008年2月14日,後場,13460,13650,13450,13630,64246,871942740
2008年2月15日,前場,13460,13480,13350,13410,49363,662148090
2008年2月15日,後場,13450,13680,13360,13610,70897,959262800
2008年2月18日,前場,13620,13840,13610,13790,61343,843299700
2008年2月18日,後場,13760,13770,13580,13590,58878,805114660
2008年2月19日,前場,13800,13820,13690,13720,37331,513333500
2008年2月19日,後場,13760,13860,13720,13760,56061,772954530
2008年2月20日,前場,13730,13740,13620,13650,37150,508101460
2008年2月20日,後場,13620,13630,13280,13300,91506,1228548650
2008年2月21日,前場,13500,13640,13490,13590,51858,703201830
2008年2月21日,後場,13560,13790,13520,13690,84948,1163025260
2008年2月22日,前場,13500,13540,13370,13410,53033,713338170
2008年2月22日,後場,13380,13530,13370,13500,63288,851863630
2008年2月25日,前場,13620,13860,13610,13780,55427,762526900
2008年2月25日,後場,13750,13980,13730,13890,75505,1048205580
2008年2月26日,前場,14090,14100,13920,13990,48522,679995470
2008年2月26日,後場,13950,14020,13800,13920,53765,747406700
2008年2月28日,前場,13860,13890,13790,13830,37071,512928030
2008年2月28日,後場,13840,13970,13830,13920,40544,564091760
2008年2月29日,前場,13650,13680,13530,13570,40768,554569790
2008年2月29日,後場,13600,13670,13540,13560,52529,714238310
2008年3月3日,前場,13160,13180,13030,13060,59782,783784460
2008年3月3日,後場,13100,13150,12990,12990,65993,862589340
2008年3月4日,前場,13100,13130,12870,13070,54459,708313400
2008年3月4日,後場,13030,13080,12910,12960,75697,983173980
2008年3月5日,前場,13000,13050,12930,12960,42564,552814700
2008年3月5日,後場,12940,13050,12910,12970,56169,728824410
2008年3月6日,前場,13070,13170,13040,13140,46168,604915710
2008年3月6日,後場,13210,13370,13200,13230,64346,853922880
2008年3月7日,前場,12820,12870,12730,12830,48871,625871160
2008年3月7日,後場,12800,12850,12760,12760,48454,620085350
2008年3月10日,前場,12700,12780,12570,12600,53619,679119200
2008年3月10日,後場,12550,12630,12520,12550,65411,821781960
2008年3月11日,前場,12360,12560,12340,12540,55121,685398370
2008年3月11日,後場,12550,12680,12450,12620,77773,978498060
2008年3月12日,前場,13130,13140,12960,12990,47339,617904130
2008年3月12日,後場,12960,12970,12790,12890,59406,765316780
2008年3月13日,前場,12680,12770,12580,12610,37642,477245310
2008年3月13日,後場,12500,12550,12350,12400,46976,584395610
2008年3月14日,前場,12460,12520,12410,12420,54111,674061480
2008年3月14日,後場,12390,12410,12080,12200,86534,1057884250
2008年3月17日,前場,11990,12010,11640,11680,115996,1371921490
2008年3月17日,後場,11670,11850,11610,11750,100801,1184909710
2008年3月18日,前場,11780,11930,11770,11890,78002,924376880
2008年3月18日,後場,11750,11910,11730,11880,64451,761843710
2008年3月19日,前場,12390,12410,12160,12230,76132,935143030
2008年3月19日,後場,12270,12300,12060,12270,80447,978549070
2008年3月21日,前場,12280,12350,12220,12280,42790,525583210
2008年3月21日,後場,12320,12420,12260,12390,48057,593721260
2008年3月24日,前場,12380,12510,12360,12460,38382,477269980
2008年3月24日,後場,12450,12520,12390,12410,46372,577528120
2008年3月25日,前場,12590,12610,12490,12580,49322,619377290
2008年3月25日,後場,12540,12740,12540,12730,67384,852698810
2008年3月26日,前場,12650,12730,12600,12650,48147,609647950
2008年3月26日,後場,12680,12770,12620,12770,52465,665906100
2008年3月27日,前場,12610,12640,12500,12510,44152,554949670
2008年3月27日,後場,12500,12660,12490,12630,49286,620542530
2008年3月28日,前場,12620,12630,12530,12610,34407,432868670
2008年3月28日,後場,12680,12910,12670,12840,86417,1109838870
2008年3月31日,前場,12760,12760,12620,12660,38608,489812190
2008年3月31日,後場,12660,12680,12440,12490,79690,998433590
2008年4月1日,前場,12570,12780,12540,12740,66129,837149150
2008年4月1日,後場,12760,12810,12620,12680,69392,882486480
2008年4月2日,前場,13090,13150,13070,13090,43399,568946600
2008年4月2日,後場,13120,13220,13110,13180,61867,814864620
2008年4月3日,前場,13190,13250,13140,13210,42795,564889890
2008年4月3日,後場,13270,13430,13250,13420,61404,820260190
2008年4月4日,前場,13250,13330,13220,13330,37295,495264860
2008年4月4日,後場,13330,13400,13240,13280,49713,661464840
2008年4月7日,前場,13240,13380,13230,13380,42153,560470370
2008年4月7日,後場,13430,13500,13410,13490,48133,647746730
2008年4月8日,前場,13390,13420,13310,13350,33330,445538680
2008年4月8日,後場,13320,13350,13250,13290,42544,565352440
2008年4月9日,前場,13350,13380,13260,13270,35312,470566420
2008年4月9日,後場,13250,13250,13010,13130,86198,1129765510
2008年4月10日,前場,13020,13080,12910,13050,58180,755342660
2008年4月10日,後場,13070,13090,12940,12960,59855,777846040
2008年4月11日,前場,13090,13260,13070,13240,61637,811937800
2008年4月11日,後場,13280,13360,13250,13360,55477,738532050
2008年4月14日,前場,12940,13000,12920,12970,44381,575098020
2008年4月14日,後場,12940,12970,12860,12970,53195,687594920
2008年4月15日,前場,12980,13080,12890,13080,47136,611850390
2008年4月15日,後場,13030,13070,12950,12990,52360,681197520
2008年4月16日,前場,13160,13250,13130,13190,43799,577687700
2008年4月16日,後場,13170,13220,13150,13200,33971,447792440
2008年4月17日,前場,13460,13520,13420,13480,41000,552167000
2008年4月17日,後場,13480,13490,13370,13440,46493,624185550
2008年4月18日,前場,13460,13480,13390,13400,31889,428412480
2008年4月18日,後場,13380,13510,13340,13480,46910,630233960
2008年4月21日,前場,13780,13790,13680,13710,47916,658028180
2008年4月21日,後場,13720,13750,13650,13720,49376,676600110
2008年4月22日,前場,13580,13610,13550,13560,39725,539328640
2008年4月22日,後場,13590,13610,13530,13560,37433,507830210
2008年4月23日,前場,13460,13660,13460,13660,46988,637078120
2008年4月23日,後場,13700,13740,13600,13620,51702,706823270
2008年4月24日,前場,13620,13680,13500,13640,47213,641411410
2008年4月24日,後場,13610,13650,13530,13580,48617,660523350
2008年4月25日,前場,13660,13850,13650,13820,48876,672386750
2008年4月25日,後場,13780,13910,13780,13830,62473,865217120
2008年4月28日,前場,13930,14020,13920,13970,31108,434674270
2008年4月28日,後場,13960,13980,13750,13890,64138,889467890
2008年4月30日,前場,13790,13930,13780,13890,27970,387414520
2008年4月30日,後場,13900,13990,13820,13820,60777,844485150
2008年5月1日,前場,13820,13900,13750,13780,44395,613246910
2008年5月1日,後場,13800,13850,13730,13790,47605,656154270
2008年5月2日,前場,14060,14080,13990,14030,43781,614302270
2008年5月2日,後場,14040,14100,14000,14060,43484,611241220
2008年5月7日,前場,14180,14210,14150,14190,32980,467664350
2008年5月7日,後場,14130,14140,14020,14120,55534,782159200
2008年5月8日,前場,14000,14030,13960,13990,39226,548840550
2008年5月8日,後場,13970,14020,13930,13950,42831,598548060
2008年5月9日,前場,13930,13960,13820,13830,42560,590898570
2008年5月9日,後場,13800,13800,13630,13660,63989,877172170
2008年5月12日,前場,13570,13640,13540,13640,38561,524111250
2008年5月12日,後場,13660,13810,13650,13760,62960,865702820
2008年5月13日,前場,13810,13880,13730,13860,49484,682889680
2008年5月13日,後場,13810,14010,13780,14010,78281,1090074810
2008年5月14日,前場,14000,14010,13910,13970,40517,565842450
2008年5月14日,後場,13920,14150,13880,14110,76622,1074886850
2008年5月15日,前場,14190,14340,14180,14270,47767,680544920
2008年5月15日,後場,14250,14370,14240,14260,60221,861534500
2008年5月16日,前場,14370,14420,14210,14290,53783,770202350
2008年5月16日,後場,14300,14350,14200,14260,54470,777122200
2008年5月19日,前場,14350,14360,14230,14240,33239,475063270
2008年5月19日,後場,14280,14340,14220,14280,53970,770643480
2008年5月20日,前場,14230,14300,14200,14240,31203,444498840
2008年5月20日,後場,14170,14220,14120,14200,62459,885208360
2008年5月21日,前場,14000,14050,13880,13890,60861,850549940
2008年5月21日,後場,13930,13940,13840,13920,59426,825661520
2008年5月22日,前場,13740,13770,13650,13760,55983,767993290
2008年5月22日,後場,13740,14010,13730,13990,77603,1078446080
2008年5月23日,前場,13950,14120,13910,14090,60882,853391130
2008年5月23日,後場,14040,14170,14010,14050,56262,792398490
2008年5月26日,前場,13840,13880,13680,13700,48527,668267030
2008年5月26日,後場,13680,13780,13670,13690,48420,663895850
2008年5月27日,前場,13780,13890,13770,13820,52567,727358260
2008年5月27日,後場,13830,13940,13790,13930,60078,833509900
2008年5月28日,前場,13950,14000,13830,13840,46548,647802960
2008年5月28日,後場,13860,13900,13660,13730,78798,1083755340
2008年5月29日,前場,13880,14140,13870,14100,76899,1077296740
2008年5月29日,後場,14080,14160,14040,14130,66148,933022670
2008年5月30日,前場,14210,14330,14190,14250,44582,635498200
2008年5月30日,後場,14270,14370,14270,14340,56200,805155060
2008年6月2日,前場,14360,14410,14190,14360,60052,859153070
2008年6月2日,後場,14410,14470,14340,14440,75844,1093666390
2008年6月3日,前場,14220,14280,14160,14230,52735,749577820
2008年6月3日,後場,14250,14300,14120,14190,82421,1169391220
2008年6月4日,前場,14300,14390,14260,14380,42242,605190090
2008年6月4日,後場,14370,14430,14330,14380,61455,884016830
2008年6月5日,前場,14380,14390,14250,14350,47596,682101540
2008年6月5日,後場,14300,14390,14270,14350,59626,854921660
2008年6月6日,前場,14600,14610,14530,14560,30722,447845770
2008年6月6日,後場,14560,14590,14480,14520,39048,567465250
2008年6月9日,前場,14090,14200,14070,14200,50512,714183810
2008年6月9日,後場,14230,14270,14170,14230,41941,596537680
2008年6月10日,前場,14280,14320,14150,14180,52776,752103370
2008年6月10日,後場,14100,14110,13980,14050,75311,1057307890
2008年6月11日,前場,14160,14160,13990,14040,37938,534059380
2008年6月11日,後場,14110,14210,14070,14170,61347,867493860
2008年6月12日,前場,13910,13940,13830,13860,29784,413486190
2008年6月12日,後場,13820,13930,13820,13880,30568,424354640
2008年6月13日,前場,14010,14070,13820,13880,61888,862508200
2008年6月13日,後場,13860,14030,13850,13980,60296,841769760
2008年6月16日,前場,14150,14230,14120,14190,40114,568430110
2008年6月16日,後場,14320,14400,14310,14340,57497,825662590
2008年6月17日,前場,14420,14430,14310,14410,41284,593491350
2008年6月17日,後場,14380,14420,14330,14390,43222,621336260
2008年6月18日,前場,14340,14470,14330,14430,30982,446273340
2008年6月18日,後場,14490,14500,14420,14440,38424,555537650
2008年6月19日,前場,14310,14310,14150,14180,51332,730526520
2008年6月19日,後場,14180,14220,14080,14140,57030,806147200
2008年6月20日,前場,14180,14220,13990,14010,48414,683097150
2008年6月20日,後場,14090,14100,13910,13960,61947,865231480
2008年6月23日,前場,13730,13800,13670,13790,41922,575741090
2008年6月23日,後場,13830,13940,13790,13850,55882,774931890
