日,経225先物1限月 日,中,前場・後場足,,,,
日,付,始値,高値,安値,終値,出来高,売買代金
2015/07/03,後場,20450,20570,20430,20540,39627,20540,20530
2015/07/06,前場,20150,20310,20150,20200,31623,20210,20200
2015/07/06,後場,20200,20310,20000,20200,81919,20210,20200
2015/07/07,前場,20370,20430,20330,20390,23034,20400,20390
2015/07/07,後場,20390,20440,20330,20420,46306,20430,20420
2015/07/08,前場,20280,20320,20010,20060,45290,20070,20060
2015/07/08,後場,20060,20320,19650,19660,124645,19670,19660
2015/07/09,前場,19350,19690,19100,19550,86209,19550,19540
2015/07/09,後場,19550,19900,19100,19860,139879,19860,19850
2015/07/10,前場,19820,19970,19710,19940,46803,19940,19930
2015/07/10,後場,19940,19980,19710,19860,88543,19870,19860
2015/07/13,前場,19950,20050,19910,19990,26406,20000,19990
2015/07/13,後場,19990,20130,19910,20090,49904,20100,20090
2015/07/14,前場,20350,20440,20340,20380,25333,20380,20370
2015/07/14,後場,20380,20440,20320,20430,51728,20430,20420
2015/07/15,前場,20470,20490,20440,20460,15228,20470,20460
2015/07/15,後場,20460,20490,20390,20450,36902,20460,20450
2015/07/16,前場,20590,20600,20510,20550,22982,20560,20550
2015/07/16,後場,20550,20610,20510,20560,41698,20570,20560
2015/07/17,前場,20640,20660,20600,20630,14691,20630,20620
2015/07/17,後場,20630,20660,20600,20640,28216,20640,20630
2015/07/22,前場,20640,20680,20570,20580,19952,20590,20580
2015/07/22,後場,20580,20680,20540,20560,37801,20560,20550
2015/07/23,前場,20680,20700,20650,20670,12616,20680,20670
2015/07/23,後場,20670,20700,20650,20670,23574,20670,20660
2015/07/24,前場,20610,20630,20520,20540,14428,20540,20530
2015/07/24,後場,20540,20630,20520,20520,28604,20530,20520
2015/07/27,前場,20370,20490,20310,20380,23977,20390,20380
2015/07/27,後場,20380,20490,20270,20350,49405,20360,20350
2015/07/28,前場,20140,20180,20060,20160,33116,20170,20160
2015/07/28,後場,20160,20430,20060,20300,75809,20310,20300
2015/07/29,前場,20320,20330,20190,20210,23244,20220,20210
2015/07/29,後場,20210,20330,20190,20300,42747,20300,20290
2015/07/30,前場,20450,20580,20450,20560,26496,20570,20560
2015/07/30,後場,20560,20580,20450,20560,47620,20560,20550
2015/07/31,前場,20510,20560,20460,20510,18745,20520,20510
2015/07/31,後場,20510,20590,20460,20570,40502,20580,20570
2015/08/03,前場,20520,20540,20380,20470,28473,20470,20460
2015/08/03,後場,20470,20560,20380,20500,50455,20510,20500
2015/08/04,前場,20440,20550,20420,20510,18288,20520,20510
2015/08/04,後場,20510,20550,20420,20450,36559,20460,20450
2015/08/05,前場,20490,20690,20460,20660,27281,20670,20660
2015/08/05,後場,20660,20720,20460,20600,59790,20610,20600
2015/08/06,前場,20780,20810,20720,1684.5,23734,20760,20750
2015/08/06,後場,1684.5,20810,20650,20650,50900,20660,20650
2015/08/07,前場,20620,20650,20560,1668.5,15500,20610,20600
2015/08/07,後場,1668.5,20750,20560,20710,46089,20710,20700
2015/08/10,前場,20610,20700,20600,1675.5,15773,20690,20680
2015/08/10,後場,1675.5,20810,20600,20790,36120,20800,20790
2015/08/11,前場,20920,20940,20710,1695,31170,20730,20720
2015/08/11,後場,1695,20940,20560,20670,81892,20680,20670
2015/08/12,前場,20640,20700,20420,1669.5,59936,20480,20470
2015/08/12,後場,1669.5,20700,20280,20340,106484,20350,20340
2015/08/13,前場,20390,20530,20280,1658.5,56969,20490,20480
2015/08/13,後場,1658.5,20660,20280,20630,97228,20640,20630
2015/08/14,前場,20500,20600,20460,1667.5,20693,20540,20530
2015/08/14,後場,1667.5,20600,20460,20510,38662,20520,20510
2015/08/17,前場,20590,20670,20550,1671,17290,20580,20570
2015/08/17,後場,1671,20670,20530,20630,32378,20630,20620
2015/08/18,前場,20640,20660,20540,1676,13671,20560,20550
2015/08/18,後場,1676,20660,20530,20560,30748,20570,20560
2015/08/19,前場,20470,20520,20410,1666,20784,20460,20450
2015/08/19,後場,1666,20520,20160,20230,73293,20230,20220
2015/08/20,前場,20190,20200,20060,1633,33038,20110,20100
2015/08/20,後場,1633,20250,20020,20040,83416,20050,20040
2015/08/21,前場,19640,19710,19540,1584,68984,19570,19560
2015/08/21,後場,1584,19710,19420,19430,126315,19440,19430
2015/08/24,前場,18970,19100,18750,1515,75011,18760,18750
2015/08/24,後場,1515,19100,18410,18410,205691,18420,18410
2015/08/25,前場,17940,18850,17730,1503,148629,18750,18740
2015/08/25,後場,1503,18850,17670,17670,285398,17680,17670
2015/08/26,前場,17800,18050,17680,1451.5,111857,17840,17830
2015/08/26,後場,1451.5,18510,17660,18440,220889,18440,18430
2015/08/27,前場,18700,18800,18590,1518,55985,18720,18710
2015/08/27,後場,1518,18800,18470,18570,104977,18580,18570
2015/08/28,前場,19050,19100,18940,1547.5,35998,19090,19080
2015/08/28,後場,1547.5,19200,18940,19180,78137,19180,19170
2015/08/31,前場,19000,19020,18860,1536,36640,18920,18910
2015/08/31,後場,1536,19020,18740,18840,75278,18840,18830
2015/09/01,前場,18750,18770,18410,1499.5,52133,18460,18450
2015/09/01,後場,1499.5,18770,18070,18110,112945,18120,18110
2015/09/02,前場,17850,18420,17820,1474.5,79121,18310,18300
2015/09/02,後場,1474.5,18480,17820,18250,139606,18250,18230
2015/09/03,前場,18380,18490,18240,1489,34739,18360,18350
2015/09/03,後場,1489,18490,18170,18230,70087,18230,18220
2015/09/04,前場,18300,18310,17930,1459.5,51506,18000,17990
2015/09/04,後場,1459.5,18310,17590,17760,132971,17770,17760
2015/09/07,前場,17690,18020,17470,1436,81160,17750,17740
2015/09/07,後場,1436,18020,17470,17870,130405,17880,17870
2015/09/08,前場,17920,17980,17670,1438.5,65418,17770,17760
2015/09/08,後場,1438.5,17980,17380,17460,150667,17460,17450
2015/09/09,前場,18020,18430,17990,1480,68831,18380,18370
2015/09/09,後場,1480,18750,17990,18580,140388,18590,18580
2015/09/10,前場,18130,18280,17940,1471.5,34924,18200,18190
2015/09/10,後場,1471.5,18350,17940,18270,66339,18270,18260
2015/09/11,前場,17980,18230,17970,1470,39761,18150,18140
2015/09/11,後場,1470,18230,17970,18170,66114,18170,18160
2015/09/14,前場,18230,18230,18020,1465.5,21051,18060,18050
2015/09/14,後場,1465.5,18230,17790,17820,58321,17830,17820
2015/09/15,前場,17960,18220,17890,1470,34339,18090,18080
2015/09/15,後場,1470,18220,17870,17880,72272,17880,17870
2015/09/16,前場,18140,18190,18040,1469,26249,18110,18100
2015/09/16,後場,1469,18190,17980,18140,50504,18140,18130
2015/09/17,前場,18270,18350,18180,1471.5,18483,18220,18210
2015/09/17,後場,1471.5,18360,18180,18360,38749,18360,18350
2015/09/18,前場,18180,18190,17940,1461.5,34225,18060,18050
2015/09/18,後場,1461.5,18190,17920,18000,60196,18000,17990
2015/09/22,前場,18180,18190,17920,1451.5,60196,18000,17990
2015/09/22,後場,1451.5,18190,17920,18000,60196,18000,17990
2015/09/24,前場,17620,17710,17500,1422.5,26868,17530,17520
2015/09/24,後場,1422.5,17710,17450,17450,54090,17460,17450
2015/09/25,前場,17500,17710,17360,1412,36633,17470,17460
2015/09/25,後場,1412,17770,17360,17770,72627,17770,17750
2015/09/28,前場,17810,17850,17590,1447.5,26390,17670,17660
2015/09/28,後場,1447.5,17850,17550,17690,51484,17690,17680
2015/09/29,前場,17340,17350,17050,1389.5,36781,17140,17130
2015/09/29,後場,1389.5,17350,16890,16940,85939,16950,16940
2015/09/30,前場,17230,17320,17170,1400.5,29697,17240,17230
2015/09/30,後場,1400.5,17470,17170,17330,71267,17340,17330
2015/10/01,前場,17490,17770,17390,1431.5,34312,17770,17760
2015/10/01,後場,1431.5,17860,17390,17690,75219,17690,17680
2015/10/02,前場,17560,17740,17530,1438,20460,17720,17710
2015/10/02,後場,1438,17780,17530,17670,40270,17670,17660
2015/10/05,前場,17930,18020,17860,1458.5,24250,17940,17930
2015/10/05,後場,1458.5,18080,17860,18070,52255,18070,18060
2015/10/06,前場,18340,18370,18220,1483,25417,18290,18280
2015/10/06,後場,1483,18370,18090,18170,52616,18170,18160
2015/10/07,前場,18170,18220,18120,1480,13925,18160,18150
2015/10/07,後場,1480,18390,17990,18380,70089,18380,18370
2015/10/08,前場,18310,18410,18170,1487.5,23256,18200,18190
2015/10/08,後場,1487.5,18410,18100,18100,50378,18100,18090
2015/10/09,前場,18200,18330,18180,1503,24648,18290,18280
2015/10/09,後場,1503,18450,18180,18420,56054,18430,18420
2015/10/13,後場,18420,18370,18210,18210,31385,18220,18210
2015/10/14,前場,18110,18130,17860,1471,29171,17890,17880
2015/10/14,後場,1471,18130,17830,17940,53438,17950,17940
2015/10/15,前場,17800,18080,17750,1481.5,22493,18040,18030
2015/10/15,後場,1481.5,18190,17750,18100,45437,18100,18090
2015/10/16,前場,18280,18410,18250,1512.5,21702,18340,18330
2015/10/16,後場,1512.5,18410,18230,18290,39795,18290,18280
2015/10/19,前場,18310,18320,18080,1496.5,21098,18190,18180
2015/10/19,後場,1496.5,18320,18080,18130,38804,18130,18120
2015/10/20,前場,18270,18270,18150,1495,10859,18190,18180
2015/10/20,後場,1495,18270,18150,18210,21243,18210,18200
2015/10/21,前場,18180,18400,18170,1512.5,15928,18370,18360
2015/10/21,後場,1512.5,18620,18170,18540,50813,18540,18530
2015/10/22,前場,18430,18580,18420,1526.5,14259,18570,18560
2015/10/22,後場,1526.5,18580,18380,18450,33862,18460,18450
2015/10/23,前場,18900,18910,18810,1550.5,25258,18880,18870
2015/10/23,後場,1550.5,18930,18800,18800,55222,18800,18790
2015/10/26,前場,19080,19100,19020,1565.5,19894,19060,19050
2015/10/26,後場,1565.5,19100,18910,18940,39363,18940,18930
2015/10/27,前場,18970,18980,18820,1553,13669,18830,18820
2015/10/27,後場,1553,18980,18760,18840,33612,18840,18830
2015/10/28,前場,18840,18940,18820,1546,14357,18910,18900
2015/10/28,後場,1546,18940,18820,18930,29762,18930,18920
2015/10/29,前場,19070,19100,18880,1547,23127,18900,18890
2015/10/29,後場,1547,19100,18810,18900,44763,18910,18900
2015/10/30,前場,18920,19000,18870,1548.5,17192,18900,18890
2015/10/30,後場,1548.5,19220,18720,19090,86809,19100,19090
2015/11/02,前場,18830,18870,18700,1529,21336,18740,18730
2015/11/02,後場,1529,18870,18640,18740,47355,18740,18730
2015/11/04,前場,19020,19150,18980,1552,26284,19150,19140
2015/11/04,後場,1552,19190,18880,18900,57129,18900,18890
2015/11/05,前場,19040,19150,19000,1556.5,21334,19130,19120
2015/11/05,後場,1556.5,19190,19000,19140,44727,19140,19130
2015/11/06,前場,19200,19260,19170,1560,17657,19210,19200
2015/11/06,後場,1560,19300,19170,19260,35900,19260,19250
2015/11/09,前場,19420,19690,19420,1593,32340,19670,19660
2015/11/09,後場,1593,19700,19420,19620,62132,19630,19620
2015/11/10,前場,19450,19590,19450,1578.5,25871,19540,19530
2015/11/10,後場,1578.5,19700,19450,19700,51690,19700,19690
2015/11/11,前場,19600,19730,19600,1592.5,18167,19660,19650
2015/11/11,後場,1592.5,19740,19600,19740,39895,19740,19730
2015/11/12,前場,19630,19730,19600,1596,23041,19700,19690
2015/11/12,後場,1596,19740,19600,19680,39850,19690,19680
2015/11/13,前場,19510,19600,19380,1582,36074,19550,19540
2015/11/13,後場,1582,19640,19380,19630,59135,19630,19620
2015/11/16,前場,19250,19460,19240,1573,30197,19440,19430
2015/11/16,後場,1573,19460,19240,19410,45954,19420,19410
2015/11/17,前場,19670,19730,19630,1593,19098,19730,19720
2015/11/17,後場,1593,19740,19630,19680,41917,19680,19670
2015/11/18,前場,19790,19850,19780,1595.5,21396,19800,19790
2015/11/18,後場,1595.5,19850,19650,19690,42847,19690,19680
2015/11/19,前場,19890,19970,19850,1607.5,25251,19940,19930
2015/11/19,後場,1607.5,19970,19760,19880,61683,19880,19870
2015/11/20,前場,19820,19820,19720,1595,17117,19780,19770
2015/11/20,後場,1595,19900,19720,19890,37899,19900,19890
2015/11/24,前場,19900,19920,19830,1602,15516,19880,19870
2015/11/24,後場,1602,19970,19830,19960,28845,19970,19960
2015/11/25,前場,19860,19870,19800,1595,13968,19840,19830
2015/11/25,後場,1595,19890,19790,19850,29533,19860,19850
2015/11/26,前場,19930,20000,19930,1602.5,15022,19980,19970
2015/11/26,後場,1602.5,20000,19930,19940,26182,19950,19940
2015/11/27,前場,20000,20010,19830,1594,18375,19910,19900
2015/11/27,後場,1594,20010,19830,19860,31029,19870,19860
2015/11/30,前場,19870,19890,19760,1586,18890,19830,19820
2015/11/30,後場,1586,19890,19700,19750,40894,19760,19750
2015/12/01,前場,19830,19970,19810,1599.5,26747,19950,19940
2015/12/01,後場,1599.5,20040,19810,20020,48478,20020,20010
2015/12/02,前場,19960,19990,19920,1605.5,15471,19990,19980
2015/12/02,後場,1605.5,20000,19920,19950,30878,19950,19940
2015/12/03,前場,19900,19950,19860,1598,20130,19900,19890
2015/12/03,後場,1598,19980,19860,19940,32859,19940,19930
2015/12/04,前場,19600,19660,19540,1576.5,31141,19560,19550
2015/12/04,後場,1576.5,19660,19430,19460,68300,19470,19460
2015/12/07,前場,19730,19820,19720,1593.5,27250,19820,19810
2015/12/07,後場,1593.5,19820,19670,19750,54485,19750,19740
2015/12/08,前場,19720,19780,19480,1570.5,31873,19490,19480
2015/12/08,後場,1570.5,19780,19440,19490,69950,19500,19490
2015/12/09,前場,19400,19480,19260,1553.5,52634,19290,19280
2015/12/09,後場,1553.5,19480,19250,19300,91565,19310,19300
2015/12/10,前場,19060,19130,19020,1543,13232,19040,19030
2015/12/10,後場,1543,19130,19020,19020,24719,19030,19020
2015/12/11,前場,18990,19260,18970,1548.5,28728,19220,19210
2015/12/11,後場,1548.5,19260,18970,19210,49313,19220,19210
2015/12/14,前場,18750,18780,18560,1514.5,37387,18750,18740
2015/12/14,後場,1514.5,18890,18560,18840,70596,18850,18840
2015/12/15,前場,18840,18870,18660,1512.5,23907,18720,18710
2015/12/15,後場,1512.5,18870,18520,18550,52590,18560,18550
2015/12/16,前場,18850,18960,18840,1533.5,19699,18960,18950
2015/12/16,後場,1533.5,19090,18840,19090,43526,19090,19080
2015/12/17,前場,19410,19490,19350,1574.5,26465,19480,19470
2015/12/17,後場,1574.5,19490,19290,19340,55086,19340,19330
2015/12/18,前場,19300,19340,19170,1558.5,21640,19310,19300
2015/12/18,後場,1558.5,19880,18940,18950,118870,18960,18950
2015/12/21,前場,18820,18900,18610,18650,24810,18660,18650
2015/12/21,後場,18650,18960,18610,18840,52972,18850,18840
2015/12/22,前場,18890,18920,18790,18860,13422,18860,18850
2015/12/22,後場,18860,18920,18790,18870,23084,18870,18860
2015/12/24,前場,19060,19070,18890,18920,12403,18920,18910
2015/12/24,後場,18920,19070,18750,18810,27653,18810,18800
2015/12/25,前場,18800,18850,18730,18790,8434,18790,18780
2015/12/25,後場,18790,18850,18710,18720,15321,18720,18710
2015/12/28,前場,18830,18870,18750,18810,10786,18820,18810
2015/12/28,後場,18810,18920,18750,18900,22984,18900,18890
2015/12/29,前場,18850,18880,18780,18860,8637,18870,18860
2015/12/29,後場,18860,18990,18780,18980,22183,18980,18970
2015/12/30,前場,19070,19110,19010,19040,10822,19040,19030
2015/12/30,後場,19040,19110,18980,19000,21066,19000,18990
2016/01/04,前場,18820,18950,18440,18470,35221,18470,18460
2016/01/04,後場,18470,18950,18370,18380,77277,18390,18380
2016/01/05,前場,18390,18540,18310,18520,33537,18520,18510
2016/01/05,後場,18520,18550,18310,18360,56266,18370,18360
2016/01/06,前場,18370,18460,18110,18140,33276,18150,18140
2016/01/06,後場,18140,18460,17980,18180,72181,18190,18180
2016/01/07,前場,18120,18170,17800,17850,49496,17850,17840
2016/01/07,後場,17850,18170,17660,17660,87110,17670,17660
2016/01/08,前場,17560,17980,17520,17780,65871,17790,17780
2016/01/08,後場,17780,17980,17520,17690,100448,17690,17680
2016/01/12,前場,17410,17550,17310,17320,36829,17330,17320
2016/01/12,後場,17320,17550,17090,17090,75853,17100,17090
2016/01/13,前場,17470,17700,17450,17680,30581,17690,17680
2016/01/13,後場,17680,17740,17450,17700,65184,17700,17690
2016/01/14,前場,17190,17210,16980,17080,46072,17090,17080
2016/01/14,後場,17080,17320,16910,17310,101455,17320,17310
2016/01/15,前場,17520,17610,17270,17330,38581,17340,17330
2016/01/15,後場,17330,17610,17040,17150,75844,17150,17140
2016/01/18,前場,16750,16960,16640,16840,47199,16840,16830
2016/01/18,後場,16840,17030,16640,16860,86128,16870,16860
2016/01/19,前場,16890,17090,16790,16810,44829,16810,16800
2016/01/19,後場,16810,17090,16750,17060,81133,17060,17050
2016/01/20,前場,17010,17010,16660,16680,40866,16690,16680
2016/01/20,後場,16680,17010,16300,16320,104636,16330,16320
2016/01/21,前場,16470,16750,16410,16740,47974,16740,16730
2016/01/21,後場,16740,16780,15990,16000,119057,16000,15990
2016/01/22,前場,16590,16620,16450,16580,39704,16580,16570
2016/01/22,後場,16580,16990,16450,16870,114728,16880,16870
2016/01/25,前場,17160,17210,16910,17190,37129,17200,17180
2016/01/25,後場,17190,17210,16910,17180,72701,17180,17170
2016/01/26,前場,16800,16820,16670,16760,29123,16770,16760
2016/01/26,後場,16760,16840,16630,16660,65537,16670,16660
2016/01/27,前場,17040,17250,17010,17140,31387,17140,17130
2016/01/27,後場,17140,17250,16950,17170,75043,17170,17160
2016/01/28,前場,17030,17240,16920,17190,30163,17200,17190
2016/01/28,後場,17190,17240,16920,17060,62066,17070,17060
2016/01/29,前場,17100,17120,16880,16950,27365,16950,16940
2016/01/29,後場,16950,17850,16740,17640,168219,17650,17640
2016/02/01,前場,17820,17850,17690,17840,42280,17850,17840
2016/02/01,後場,17840,17900,17690,17870,80151,17870,17860
2016/02/02,前場,17660,17870,17660,17860,24749,17860,17850
2016/02/02,後場,17860,17870,17660,17780,56726,17790,17780
2016/02/03,前場,17410,17450,17060,17200,48566,17200,17190
2016/02/03,後場,17200,17450,17060,17160,93720,17170,17160
2016/02/04,前場,17030,17180,16930,17070,43715,17070,17060
2016/02/04,後場,17070,17210,16930,17070,78978,17070,17060
2016/02/05,前場,16780,16880,16720,16780,21795,16790,16780
2016/02/05,後場,16780,16880,16600,16720,63170,16720,16710
2016/02/08,前場,16570,16850,16540,16760,23544,16770,16760
2016/02/08,後場,16760,17090,16540,17000,59098,17000,16990
2016/02/09,前場,16360,16390,16100,16130,35234,16130,16120
2016/02/09,後場,16130,16390,16010,16060,85002,16070,16060
2016/02/10,前場,16130,16160,15610,15700,46431,15710,15700
2016/02/10,後場,15700,16160,15410,15670,101913,15680,15670
2016/02/12,前場,15180,15290,14850,14900,60149,14900,14890
2016/02/12,後場,14900,15290,14800,14800,137082,14830,14800
2016/02/15,前場,15590,15710,15490,15660,37183,15670,15660
2016/02/15,後場,15660,16160,15490,15940,103407,15940,15930
2016/02/16,前場,15850,16170,15810,16130,35795,16130,16120
2016/02/16,後場,16130,16340,15810,16040,75665,16040,16030
2016/02/17,前場,15980,16200,15910,15970,34105,15980,15970
2016/02/17,後場,15970,16200,15600,15740,78467,15750,15740
2016/02/18,前場,16300,16330,16090,16210,28915,16220,16210
2016/02/18,後場,16210,16330,16090,16240,62856,16240,16230
2016/02/19,前場,16000,16020,15790,15850,25732,15860,15850
2016/02/19,後場,15850,16020,15780,15980,60547,15990,15980
2016/02/22,前場,15820,16180,15790,16060,27286,16060,16050
2016/02/22,後場,16060,16180,15790,16070,49223,16080,16070
2016/02/23,前場,16200,16340,16060,16090,29589,16100,16090
2016/02/23,後場,16090,16340,15990,16100,56334,16100,16090
2016/02/24,前場,15840,16000,15730,15930,26735,15940,15930
2016/02/24,後場,15930,16000,15730,15860,53339,15870,15860
2016/02/25,前場,15970,16080,15960,16000,28901,16000,15990
2016/02/25,後場,16000,16220,15940,16130,64162,16140,16130
2016/02/26,前場,16330,16470,16230,16360,30968,16370,16360
2016/02/26,後場,16360,16470,16180,16260,56350,16270,16260
2016/02/29,前場,16340,16470,16190,16250,26855,16260,16250
2016/02/29,後場,16250,16470,15930,15930,58605,15940,15930
2016/03/01,前場,16010,16090,15850,15920,24588,15920,15910
2016/03/01,後場,15920,16100,15850,16100,50844,16100,16090
2016/03/02,前場,16530,16770,16470,16720,37359,16720,16710
2016/03/02,後場,16720,16820,16470,16740,82501,16750,16740
2016/03/03,前場,16690,16960,16690,16880,34151,16880,16870
2016/03/03,後場,16880,16990,16690,16990,66019,16990,16980
2016/03/04,前場,16910,16970,16860,16960,27874,16960,16950
2016/03/04,後場,16960,17050,16860,17000,60426,17000,16990
2016/03/07,前場,17030,17040,16900,16930,41871,16940,16930
2016/03/07,後場,16930,17040,16870,16950,71089,16950,16940
2016/03/08,前場,16890,16920,16570,16630,73873,16640,16630
2016/03/08,後場,16630,16920,16570,16800,135141,16800,16790
2016/03/09,前場,16640,16650,16490,16530,59472,16530,16520
2016/03/09,後場,16530,16720,16490,16630,101992,16640,16630
2016/03/10,前場,16800,16850,16710,16820,23570,16820,16810
2016/03/10,後場,16820,16890,16710,16850,42800,16860,16850
2016/03/11,前場,16450,16600,16420,16550,29309,16560,16550
2016/03/11,後場,16550,16890,16420,16850,71806,16850,16840
2016/03/14,前場,17040,17170,17010,17150,24053,17160,17150
2016/03/14,後場,17150,17170,17010,17110,45538,17120,17110
2016/03/15,前場,17090,17130,17050,17080,13234,17080,17070
2016/03/15,後場,17080,17170,16900,16960,46572,16970,16960
2016/03/16,前場,16850,16970,16810,16910,18101,16920,16910
2016/03/16,後場,16910,16970,16810,16810,36802,16820,16810
2016/03/17,前場,16960,17120,16940,17080,21539,17090,17080
2016/03/17,後場,17080,17120,16670,16820,65338,16830,16820
2016/03/18,前場,16750,16790,16470,16570,38211,16580,16570
2016/03/18,後場,16570,16790,16470,16510,65052,16510,16500
2016/03/19,後場,16510,16590,16440,16580,8612,16590,16580
2016/03/22,前場,16830,16980,16820,16930,22346,16930,16920
2016/03/22,後場,16930,16980,16710,16910,59901,16910,16900
2016/03/23,前場,16930,17010,16870,16920,18549,16920,16910
2016/03/23,後場,16920,17010,16810,16810,34825,16820,16810
2016/03/24,前場,16820,16920,16700,16890,19999,16890,16880
2016/03/24,後場,16890,16920,16700,16720,38945,16730,16720
2016/03/25,前場,16810,16890,16750,16820,13789,16820,16810
2016/03/25,後場,16820,16900,16750,16870,25426,16870,16860
2016/03/28,前場,17000,17040,16960,16990,15880,16990,16980
2016/03/28,後場,16990,17040,16820,16970,41609,16970,16960
2016/03/29,前場,16960,17140,16930,17100,26717,17100,17090
2016/03/29,後場,17100,17140,16930,17100,49741,17100,17090
2016/03/30,前場,17060,17070,16970,17040,14981,17040,17030
2016/03/30,後場,17040,17070,16850,16940,41474,16940,16930
2016/03/31,前場,17010,17040,16830,16910,24605,16910,16900
2016/03/31,後場,16910,17040,16720,16760,56240,16770,16760
2016/04/01,前場,16730,16730,16250,16280,46527,16290,16280
2016/04/01,後場,16280,16730,16090,16180,92185,16180,16170
2016/04/04,前場,16090,16240,16020,16140,29965,16150,16140
2016/04/04,後場,16140,16240,16020,16050,46884,16060,16050
2016/04/05,前場,16040,16060,15740,15810,33440,15810,15800
2016/04/05,後場,15810,16060,15680,15730,60366,15730,15720
2016/04/06,前場,15710,15820,15590,15770,35068,15770,15760
2016/04/06,後場,15770,15820,15590,15740,48943,15740,15730
2016/04/07,前場,15720,15870,15610,15660,33971,15660,15650
2016/04/07,後場,15660,15870,15610,15730,55651,15730,15720
2016/04/08,前場,15480,15740,15460,15680,41389,15690,15680
2016/04/08,後場,15680,16030,15460,15830,78488,15840,15830
2016/04/11,前場,15750,15780,15510,15620,26703,15620,15610
2016/04/11,後場,15620,15780,15510,15740,48636,15750,15740
2016/04/12,前場,15720,15960,15690,15930,24948,15940,15930
2016/04/12,後場,15930,15980,15690,15930,44818,15930,15920
2016/04/13,前場,16150,16350,16130,16330,27516,16340,16330
2016/04/13,後場,16330,16420,16130,16420,55940,16420,16410
2016/04/14,前場,16660,16820,16610,16800,35406,16800,16790
2016/04/14,後場,16800,16920,16610,16900,82930,16910,16900
2016/04/15,前場,16720,16930,16710,16870,33379,16870,16860
2016/04/15,後場,16870,16930,16710,16760,66114,16760,16750
2016/04/18,前場,16240,16440,16230,16340,34894,16350,16340
2016/04/18,後場,16340,16440,16230,16320,61897,16320,16310
2016/04/19,前場,16740,16900,16720,16840,27994,16840,16830
2016/04/19,後場,16840,16900,16720,16870,55725,16870,16860
2016/04/20,前場,17040,17110,16920,16980,22234,16990,16980
2016/04/20,後場,16980,17110,16840,16870,48721,16880,16870
2016/04/21,前場,17280,17290,17170,17250,24060,17260,17250
2016/04/21,後場,17250,17410,17170,17410,58144,17410,17390
2016/04/22,前場,17200,17390,17190,17350,23199,17350,17340
2016/04/22,後場,17350,17580,17190,17570,75244,17570,17560
2016/04/25,前場,17200,17580,17190,17570,75244,17570,17560
2016/04/25,後場,17570,17580,17190,17570,75244,17570,17560
2016/04/26,後場,17570,17580,17190,17570,75244,17570,17560
2016/04/27,前場,17200,17580,17190,17570,75244,17570,17560
2016/04/27,後場,17570,17580,17190,17570,75244,17570,17560
2016/04/28,前場,17200,17580,17190,17570,75244,17570,17560
2016/04/28,後場,17570,17580,17190,17570,75244,17570,17560
2016/05/09,前場,16205,16275,15985,16080,30625,16080,16075
2016/05/09,後場,16080,16275,15985,16080,30625,16080,16075
2016/05/10,前場,16205,16275,15985,16080,30625,16080,16075
2016/05/10,後場,16080,16275,15985,16080,30625,16080,16075
2016/05/11,前場,16605,16705,16560,16580,14359,16580,16575
2016/05/11,後場,16580,16825,16530,16580,47448,16580,16575
2016/05/12,前場,16440,16545,16360,16505,18104,16505,16500
2016/05/12,後場,16505,16825,16530,16580,47448,16580,16575
2016/05/13,前場,16770,16790,16425,16445,282873,16445,16440
2016/05/13,後場,16445,16825,16530,16580,47448,16580,16575
2016/05/16,前場,16425,16630,16410,16595,244831,16600,16590
2016/05/16,後場,16595,16680,16405,16525,466771,16525,16520
2016/05/17,前場,16620,16650,16505,16605,182524,16605,16600
2016/05/17,後場,16605,16700,16505,16700,324346,16700,16695
2016/05/18,前場,16615,16800,16505,16755,293932,16755,16750
2016/05/18,後場,16755,16700,16505,16700,324346,16700,16695
2016/05/19,前場,16800,16840,16625,16660,222172,16660,16655
2016/05/19,後場,16660,16700,16505,16700,324346,16700,16695
2016/05/20,前場,16600,16705,16540,16685,188468,16690,16685
2016/05/20,後場,16685,16700,16505,16700,324346,16700,16695
2016/05/23,前場,16680,16705,16410,16565,294855,16565,16560
2016/05/23,後場,16565,16705,16410,16650,468962,16650,16645
2016/05/24,前場,16600,16605,16490,16560,184249,16565,16560
2016/05/24,後場,16560,16705,16410,16650,468962,16650,16645
2016/05/25,前場,16800,16820,16725,16800,198150,16800,16795
2016/05/25,後場,16800,16820,16725,16770,343584,16770,16765
2016/05/26,前場,16950,16970,16800,16825,209442,16830,16825
2016/05/26,後場,16825,16820,16725,16770,343584,16770,16765
2016/05/27,前場,16850,16905,16795,16850,152024,16850,16845
2016/05/27,後場,16850,16820,16725,16770,343584,16770,16765
2016/05/30,前場,16975,16995,16905,16985,139737,16990,16985
2016/05/30,後場,16985,17075,16905,17070,289863,17075,17070
2016/05/31,前場,17020,17170,16985,17160,167404,17160,17155
2016/05/31,後場,17160,17075,16905,17070,289863,17075,17070
2016/06/01,前場,17095,17155,17060,17135,173111,17135,17130
2016/06/01,後場,17135,17075,16905,17070,289863,17075,17070
2016/06/02,前場,16830,16830,16550,16565,300818,16565,16560
2016/06/02,後場,16565,17075,16905,17070,289863,17075,17070
2016/06/03,前場,16605,16710,16545,16585,231767,16590,16585
2016/06/03,後場,16585,17075,16905,17070,289863,17075,17070
2016/06/06,前場,16345,16470,16300,16445,209633,16450,16445
